123
23	主楼	砖混结构	1932	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
24	系馆	钢结构	1933	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
25	主楼	砖混结构	1934	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
26	系馆	钢结构	1935	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
27	主楼	砖混结构	1936	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
28	系馆	钢结构	1937	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
29	主楼	砖混结构	1938	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
30	系馆	钢结构	1939	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
31	主楼	砖混结构	1940	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
32	系馆	钢结构	1941	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
33	主楼	砖混结构	1942	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
34	系馆	钢结构	1943	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
35	主楼	砖混结构	1944	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
36	系馆	钢结构	1945	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
37	主楼	砖混结构	1946	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
38	系馆	钢结构	1947	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
39	主楼	砖混结构	1948	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
40	系馆	钢结构	1949	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
41	主楼	砖混结构	1950	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
42	系馆	钢结构	1951	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
43	主楼	砖混结构	1952	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
44	系馆	钢结构	1953	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
45	主楼	砖混结构	1954	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
46	系馆	钢结构	1955	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
47	主楼	砖混结构	1956	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
48	系馆	钢结构	1957	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
49	主楼	砖混结构	1958	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
50	系馆	钢结构	1959	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
51	主楼	砖混结构	1960	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
52	系馆	钢结构	1961	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
53	主楼	砖混结构	1962	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
54	系馆	钢结构	1963	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
55	主楼	砖混结构	1964	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
56	系馆	钢结构	1965	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
57	主楼	砖混结构	1966	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
58	系馆	钢结构	1967	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
59	主楼	砖混结构	1968	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
60	系馆	钢结构	1969	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
61	主楼	砖混结构	1970	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
62	系馆	钢结构	1971	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
63	主楼	砖混结构	1972	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
64	系馆	钢结构	1973	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
65	主楼	砖混结构	1974	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
66	系馆	钢结构	1975	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
67	主楼	砖混结构	1976	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
68	系馆	钢结构	1977	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
69	主楼	砖混结构	1978	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
70	系馆	钢结构	1979	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
71	主楼	砖混结构	1980	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
72	系馆	钢结构	1981	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
73	主楼	砖混结构	1982	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
74	系馆	钢结构	1983	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
75	主楼	砖混结构	1984	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
76	系馆	钢结构	1985	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
77	系馆	钢结构	1986	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
78	系馆	钢结构	1987	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
79	系馆	钢结构	1988	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
80	系馆	钢结构	1989	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
81	系馆	钢结构	1990	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
82	系馆	钢结构	1991	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
83	系馆	钢结构	1992	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
84	系馆	钢结构	1993	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
85	系馆	钢结构	1994	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
86	系馆	钢结构	1995	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
87	系馆	钢结构	1996	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
88	系馆	钢结构	1997	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
89	系馆	钢结构	1998	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
90	系馆	钢结构	1999	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
91	系馆	钢结构	2000	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
92	系馆	钢结构	2001	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
93	系馆	钢结构	2002	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
94	系馆	钢结构	2003	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
95	系馆	钢结构	2004	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
96	系馆	钢结构	2005	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
97	系馆	钢结构	2006	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
98	系馆	钢结构	2007	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
99	系馆	钢结构	2008	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
100	系馆	钢结构	2009	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
101	系馆	钢结构	2010	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
102	系馆	钢结构	2011	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
103	系馆	钢结构	2012	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
104	系馆	钢结构	2013	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
105	系馆	钢结构	2014	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
106	系馆	钢结构	2015	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
107	系馆	钢结构	2016	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
108	系馆	钢结构	2017	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
109	系馆	钢结构	2018	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
110	系馆	钢结构	2019	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
111	系馆	钢结构	2020	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
112	系馆	钢结构	2021	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
113	系馆	钢结构	2022	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
114	系馆	钢结构	2023	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
115	系馆	钢结构	2024	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
116	系馆	钢结构	2025	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
117	系馆	钢结构	2026	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
118	系馆	钢结构	2027	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
119	系馆	钢结构	2028	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
120	系馆	钢结构	2029	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
121	系馆	钢结构	2030	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
122	系馆	钢结构	2031	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
123	系馆	钢结构	2032	2	20	3	100	0.1	0.33333	0.05	8	0.0624	0.182377	8	0.5	-0.01	1.5	1	0.2	0.6	0.004	0.0069	0.0157	0.04
